playerid,Name,Team, PA , HR , ISO , K% , FB% , Hard% , EV , LA , Barrel% , Hard%(FB) , vL-PA(2y) , vL-HR(2y) , vL-ISO(2y) , vL-K%(2y) , vL-FB%(2y) , vL-Hard%(2y) , vR-PA(2y) , vR-HR(2y) , vR-ISO(2y) , vR-K%(2y) , vR-FB%(2y) , vR-Hard%(2y) 
20541,Phoenix Sanders,TBR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20548,Bowden Francis,TOR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20555,Kirk McCarty,CLE, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20565,Jackson Tetreault,WSN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20582,Anderson Severino,CHW, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20617,JC Mejia,MIL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
20633,Yusei Kikuchi,TOR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   ,1, -   , -   
20666,Felix Bautista,BAL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20778,Cristopher Sanchez,PHI, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20802,Aneurys Zabala,MIA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
20962,Elvin Rodriguez,DET, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21018,Francisco Perez,WSN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21023,Adrian Martinez,OAK, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21025,Oliver Ortega,LAA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21029,Jhoan Duran,MIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21032,Emmanuel Clase,CLE, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21045,Seth Martinez,HOU, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21052,Luis Gil,NYY, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21065,Thomas Szapucki,NYM, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
21093,Nick Vespi,BAL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21101,Dauri Moreta,CIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21111,Miguel Yajure,PIT, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,3, -   , -   ,1, -   , -   
21132,Alexis Diaz,CIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21170,Dany Jimenez,OAK, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21183,Humberto Castellanos,ARI, -   , -   , -   , -   , -   ,,,,, -   ,3, -   , -   , -   , -   ,0.3333,4,1,1,0.25,0.6667,0.6667
21205,Connor Brogdon,PHI, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21224,Bailey Ober,MIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   
21267,Jake Bird,COL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21290,Lucas Gilbreath,COL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21318,Tylor Megill,NYM, -   , -   , -   , -   , -   ,,,,, -   ,16, -   ,0.071,0.625, -   ,0.2,15, -   ,0.143,0.467,0.1429,0.125
21324,Parker Mushinski,HOU, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21345,Bennett Sousa,CHW, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21366,Glenn Otto,TEX, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21367,Peter Strzelecki,MIL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21390,Joe Ryan,MIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   ,1, -   , -   
21420,Yerry De Los Santos,PIT, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21446,Ryan Feltner,COL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
21448,Davis Martin,CHW, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21453,Konnor Pilkington,CLE, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21455,Kris Bubic,KCR, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   , -   , -   , -   ,3, -   , -   ,0.333, -   , -   
21461,Cole Sands,MIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21481,Sean Hjelle,SFG, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21483,Shane McClanahan,TBR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21537,Daniel Lynch,KCR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21541,Reiss Knehr,SDP, -   , -   , -   , -   , -   ,,,,, -   ,3, -   , -   ,1, -   , -   ,5, -   , -   ,0.4,0.5, -   
21549,Jackson Kowar,KCR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21620,Jake Cousins,MIL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21652,Elvis Peguero,LAA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21656,Kervin Castro,SFG, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21690,Edward Cabrera,MIA, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   ,1, -   , -   ,5, -   ,0.2,0.2,0.75,0.75
21844,Braxton Garrett,MIA, -   , -   , -   , -   , -   ,,,,, -   ,3, -   , -   ,0.3333, -   ,0.5,8, -   , -   ,0.375,0.2, -   
21850,Mason Thompson,WSN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21894,Gregory Santos,SFG, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21956,Max Castillo,TOR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21992,Camilo Doval,SFG, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
21997,Luis Frias,ARI, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
22036,Angel Rondon,STL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
22051,John King,TEX, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   
22052,Aaron Fletcher,PIT, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
22092,Kyle Tyler,SDP, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
22175,Max Kranick,PIT, -   , -   , -   , -   , -   ,,,,, -   ,3, -   , -   , -   , -   , -   ,11, -   , -   ,0.455, -   , -   
22182,Hunter Greene,CIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
22201,MacKenzie Gore,SDP, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
22202,Jeter Downs,BOS,4, -   , -   ,0.75,1, -   ,87.6,26, -   , -   ,2, -   , -   ,1, -   , -   ,2, -   , -   ,0.5,1, -   
22224,Jon Heasley,KCR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
22250,Logan Gilbert,SEA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
22254,Joe Perez,HOU,1, -   , -   ,1, -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
22264,Shane Baz,TBR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
22267,Tarik Skubal,DET, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   ,1, -   , -   ,1, -   , -   , -   , -   , -   
22276,Dylan Coleman,KCR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
22286,Trevor Rogers,MIA, -   , -   , -   , -   , -   ,,,,, -   ,12, -   , -   ,0.4167, -   , -   ,34, -   , -   ,0.647,0.2,0.1667
22294,Matthew Liberatore,STL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
22296,Joe Barlow,TEX, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
22323,Angel De Jesus,DET, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
22361,Colin Holderman,NYM, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
22387,Josh Winckowski,BOS, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
22461,Logan Gillaspie,BAL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
22487,Johan Oviedo,STL, -   , -   , -   , -   , -   ,,,,, -   ,5, -   , -   ,0.4, -   ,0.3333,17, -   , -   ,0.412, -   ,0.25
22713,Carlos Hernandez,KCR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,4, -   , -   ,1, -   , -   
22810,Roansy Contreras,PIT, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
22815,Luis Patino,TBR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
22913,Francisco Morales,PHI, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
22925,Joan Adon,WSN, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   ,1, -   , -   ,1, -   , -   
23221,Michael Grove,LAD, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
23252,Spencer Howard,TEX, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   ,6, -   ,0.2,0.333,0.3333, -   
23292,Packy Naughton,STL, -   , -   , -   , -   , -   ,,,,, -   ,1, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   
23301,Janson Junk,LAA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
23307,Collin Snider,KCR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
23310,Damon Jones,PHI, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
23420,Beau Sulser,- - -, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
23425,Jared Solomon,CIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
23429,JP Sears,NYY, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
23460,Brandon Hughes,CHC, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
23465,Tommy Romero,TBR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
23488,Ron Marinaccio,NYY, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
23493,Nicklaus Snyder,TEX, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
23550,Aaron Ashby,MIL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,4, -   , -   ,0.5, -   , -   
23735,Luis Garcia,HOU, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,6, -   , -   ,0.167, -   , -   
23779,Justin Bruihl,LAD, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   
23796,Ryan Weathers,SDP, -   , -   , -   , -   , -   ,,,,, -   ,7,1,0.5,0.1429,0.25,0.2,21, -   , -   ,0.286,0.1538,0.2
23809,Ray Kerr,SDP, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
24580,Josiah Gray,WSN, -   , -   , -   , -   , -   ,,,,, -   ,4, -   , -   ,0.5, -   ,0.5,20, -   , -   ,0.5, -   ,0.1111
24586,Kyle Bradish,BAL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
24606,Josh Winder,MIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
24930,Ethan Roberts,CHC, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
24933,Andrew Wantz,LAA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
24937,Austin Warren,LAA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
24988,Evan Lee,WSN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
25007,Alex Vesia,LAD, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   ,0.5, -   , -   ,2, -   , -   ,1, -   , -   
25075,William Woods,ATL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
25078,Cam Alldred,PIT, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
25174,Penn Murfee,SEA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
25377,Brady Singer,KCR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
25379,Sammy Long,SFG, -   , -   , -   , -   , -   ,,,,, -   ,2, -   , -   , -   , -   , -   ,9, -   , -   ,0.444, -   ,0.2
25385,Drew Rasmussen,TBR, -   , -   , -   , -   , -   ,,,,, -   ,3, -   , -   , -   ,0.3333,0.3333,1, -   , -   ,1, -   , -   
25436,George Kirby,SEA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
25756,Matt Brash,SEA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
25911,Yennier Cano,MIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
25918,Zack Thompson,STL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
26079,Beau Brieske,DET, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
26108,Neil Pallante,STL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
26213,Caleb Kilian,CHC, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
26221,Ryan Pepiot,LAD, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
26231,Tyler Holton,ARI, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
26364,Ethan Small,MIL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
26378,Nick Lodolo,CIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
26410,Alek Manoah,TOR, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,1, -   , -   
27468,Reid Detmers,LAA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   ,0.5, -   , -   
27498,Spencer Strider,ATL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   ,0.5, -   , -   
27515,Hirokazu Sawamura,BOS, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
27517,Jared Koenig,OAK, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
27552,Graham Ashcraft,CIN, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
27779,Bryce Elder,ATL, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
30074,Chase Silseth,LAA, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
30115,Robert Suarez,SDP, -   , -   , -   , -   , -   ,,,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
